time,category,source,title,content,related_stocks,related_sectors,note
20:56,yege_post,yege,2026-05-17 20:56 合肥城建(002208),合肥城建(002208) 这个我三月中旬说的波段。几个星期漫长的震仓阶段我估计很多人拿不住。我说过散户震仓的时候99%都拿不住。现在因为长鑫存储又上热门第一了。明天的预期就是要不你买不进，要不就是个坑。明天不走加速就是不符合预期。所以波段最难熬的就是震仓阶段。,合肥城建(002208),,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di6994rkoe41if6bdf18a
18:52,yege_post,yege,2026-05-17 18:52 飞龙股份(002536),飞龙股份(002536) 等等 20日线或者十日线，调整差不多了。,飞龙股份(002536),,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di5zv6hnsg7w6e8843e39
18:51,yege_post,yege,2026-05-17 18:51 英维克(002837),英维克(002837) 调整也差不多了。最近最好别玩小市值的。短线已经慢慢被市场淘汰了。都在转趋势了。以前的情绪周期已经失效了。我也跟着市场进步在进步。,英维克(002837),,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di5zsceif05py6f99158b
18:38,yege_post,yege,2026-05-17 18:38 利通电子(603629),利通电子(603629) 调整差不多了。算力租赁老大差不多要发力了。,利通电子(603629),,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di5yvg6s312463545c0c7
18:31,yege_post,yege,2026-05-17 18:31 中科曙光(603019),中科曙光(603019) 这个也是算力的核心。还是那句话，缺口做防守。补缺就是弱，不补就是强。,中科曙光(603019),,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di5yheushgyk6faad0131
13:32,yege_post,yege,2026-05-17 13:32 准油股份(002207),ST洲际(600759) *ST准油(002207) *ST闻泰(600745) 这种情况散户很难避免，但是一个在天上一个在地下。很难理解。呼吁监管部门应该加强赔付机制。保护投资者的合法权益。,准油股份(002207),,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di5jq8le7lek6b7b3f0c0
11:26,yege_post,yege,2026-05-17 11:26 普丽盛(300442),润泽科技(300442) XD宝信软(600845) 光环新网(300383) 人气怎么突然又高了。又出啥利好消息啦！我只认资金。这几天资金进了跟就行了。我不认消息。不过算力租赁和aidc都是一直会有消息刺激的。并且国内有算力集群的公司不多。能做算力集成网的就那么几家，未来发展不可估量。,普丽盛(300442),AIDC;数据中心,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di5e5n6iup6nqf8c38cb2
盘中,lihongjuan_post,lihongjuan,娟姐 2026-05-17 群聊评论备份,今天看看利通和剑桥的修复预期，但是也只能5日线低吸，昨天利通水下我拿了一点点先手，价格贵看不上的可以观望。然后看了一圈碳化硅，然后发现英唐智控这个不错，逻辑也比较硬，今天应该会打一层底仓。另外京运通底部放量，筹码集中度较高。技术面的票海昌新材。,利通电子(603629);剑桥科技(603083);英唐智控(300131);京运通(601908);海昌新材(300885),,douyin://im/group
20:56,valuable_comment,yege,同花顺评论备份 20:56,帖子评论量备份：252 条。帖子摘要：合肥城建(002208) 这个我三月中旬说的波段。几个星期漫长的震仓阶段我估计很多人拿不住。我说过散户震仓的时候99%都拿不住。现在因为长鑫存储又上热门第一了。明天的预期就是要不你买不进，要不就是个坑。明天不走加速就是不符合预期。所以波段最难熬的就是震仓阶段。,合肥城建(002208),,同花顺帖子备份，需结合截图和评论热度人工复核。
18:52,valuable_comment,yege,同花顺评论备份 18:52,帖子评论量备份：89 条。帖子摘要：飞龙股份(002536) 等等 20日线或者十日线，调整差不多了。,飞龙股份(002536),,同花顺帖子备份，需结合截图和评论热度人工复核。
18:51,valuable_comment,yege,同花顺评论备份 18:51,帖子评论量备份：58 条。帖子摘要：英维克(002837) 调整也差不多了。最近最好别玩小市值的。短线已经慢慢被市场淘汰了。都在转趋势了。以前的情绪周期已经失效了。我也跟着市场进步在进步。,英维克(002837),,同花顺帖子备份，需结合截图和评论热度人工复核。
18:38,valuable_comment,yege,同花顺评论备份 18:38,帖子评论量备份：194 条。帖子摘要：利通电子(603629) 调整差不多了。算力租赁老大差不多要发力了。,利通电子(603629),,同花顺帖子备份，需结合截图和评论热度人工复核。
18:31,valuable_comment,yege,同花顺评论备份 18:31,帖子评论量备份：47 条。帖子摘要：中科曙光(603019) 这个也是算力的核心。还是那句话，缺口做防守。补缺就是弱，不补就是强。,中科曙光(603019),,同花顺帖子备份，需结合截图和评论热度人工复核。
13:32,valuable_comment,yege,同花顺评论备份 13:32,帖子评论量备份：170 条。帖子摘要：ST洲际(600759) *ST准油(002207) *ST闻泰(600745) 这种情况散户很难避免，但是一个在天上一个在地下。很难理解。呼吁监管部门应该加强赔付机制。保护投资者的合法权益。,准油股份(002207),,同花顺帖子备份，需结合截图和评论热度人工复核。
15:05,after_close,,盘后总结,以真实备份数据生成当日复盘，缺失模块保持暂无数据，不自动编造。,,,import_yeren_backup.py
